transaction_id,customer_id,merchant,category,purchase_amount,installment_count,installment_amount,purchase_date,final_due_date,status,credit_score,risk_score,late_fee,default_flag
T000497,C9010,eBay,Beauty,2870.94,12,239.24,2023-11-02,2024-10-27,ongoing,501,35.16,0.0,0
T000498,C7801,Adidas,Beauty,2575.52,6,429.25,2023-05-31,2023-11-27,ongoing,493,37.14,0.0,0
T000499,C5846,Adidas,Fashion,1485.11,6,247.52,2023-05-21,2023-11-17,late,448,41.49,42.49,0
T000500,C7731,BestBuy,Books,4660.47,12,388.37,2023-03-10,2024-03-04,ongoing,674,16.09,0.0,0
T000501,C8241,AliExpress,Health,2000.15,3,666.72,2023-09-17,2023-12-16,paid,334,52.99,0.0,0
T000502,C1953,AliExpress,Electronics,458.29,4,114.57,2023-11-30,2024-03-29,paid,668,17.86,0.0,0
T000503,C3539,eBay,Health,3094.91,6,515.82,2023-01-09,2023-07-08,paid,328,51.21,0.0,0
T000504,C8056,AliExpress,Office,591.35,12,49.28,2023-05-01,2024-04-25,ongoing,520,34.48,0.0,0
T000505,C2542,IKEA,Electronics,1742.49,6,290.42,2023-04-11,2023-10-08,ongoing,352,49.53,0.0,0
T000506,C6293,AliExpress,Electronics,2549.37,3,849.79,2023-05-29,2023-08-27,ongoing,652,21.03,0.0,0
T000507,C2191,Apple Store,Electronics,4374.26,12,364.52,2023-05-26,2024-05-20,paid,691,14.95,0.0,0
T000508,C7313,Target,Grocery,2480.39,3,826.8,2023-12-19,2024-03-18,paid,375,45.52,0.0,0
T000509,C7938,Amazon,Sports,3518.74,12,293.23,2023-08-31,2024-08-25,paid,793,5.68,0.0,0
T000510,C3681,Apple Store,Grocery,4964.26,18,275.79,2023-08-29,2025-02-19,paid,821,1.3,0.0,0
T000511,C2540,Apple Store,Beauty,679.16,3,226.39,2023-12-03,2024-03-02,ongoing,416,44.42,0.0,0
T000512,C7172,Walmart,Grocery,1391.79,6,231.96,2023-02-12,2023-08-11,late,579,26.2,32.54,0
T000513,C6541,Walmart,Health,1988.02,3,662.67,2023-04-05,2023-07-04,paid,474,37.37,0.0,0
T000514,C2365,BestBuy,Grocery,2123.6,4,530.9,2023-08-14,2023-12-12,ongoing,594,23.95,0.0,0
T000515,C9691,Walmart,Sports,2069.83,4,517.46,2023-01-06,2023-05-06,ongoing,750,9.15,0.0,0
T000516,C9702,BestBuy,Fashion,4540.36,6,756.73,2023-08-02,2024-01-29,late,817,4.43,33.52,0
T000517,C8494,Apple Store,Books,3577.31,12,298.11,2023-07-25,2024-07-19,late,320,51.61,24.23,0
T000518,C5312,Amazon,Fashion,3049.33,6,508.22,2023-03-08,2023-09-04,ongoing,372,48.39,0.0,0
T000519,C2324,eBay,Office,1564.13,4,391.03,2023-04-10,2023-08-08,paid,335,53.17,0.0,0
T000520,C4141,eBay,Beauty,4123.36,12,343.61,2023-01-12,2024-01-07,ongoing,806,5.12,0.0,0
T000521,C8419,Target,Office,4776.43,18,265.36,2023-08-25,2025-02-15,ongoing,532,33.04,0.0,0
T000522,C4486,Nike,Office,4110.46,3,1370.15,2023-11-18,2024-02-16,paid,796,3.84,0.0,0
T000523,C2810,eBay,Books,32.79,18,1.82,2023-09-15,2025-03-08,paid,505,33.5,0.0,0
T000524,C7588,Nike,Books,3191.1,3,1063.7,2023-12-03,2024-03-02,paid,725,14.08,0.0,0
T000525,C3923,AliExpress,Sports,279.4,12,23.28,2023-05-15,2024-05-09,ongoing,343,51.56,0.0,0
T000526,C6301,Adidas,Sports,1306.6,3,435.53,2023-08-10,2023-11-08,ongoing,390,46.56,0.0,0
T000527,C5186,Apple Store,Fashion,321.14,3,107.05,2023-06-05,2023-09-03,ongoing,769,8.76,0.0,0
T000528,C9905,Amazon,Sports,3028.88,4,757.22,2023-05-22,2023-09-19,ongoing,766,8.06,0.0,0
T000529,C6977,BestBuy,Sports,3440.78,6,573.46,2023-06-07,2023-12-04,ongoing,753,7.88,0.0,0
T000530,C5268,Nike,Automotive,594.58,4,148.65,2023-11-22,2024-03-21,ongoing,632,22.94,0.0,0
T000531,C5748,Target,Home,1934.6,3,644.87,2023-12-10,2024-03-09,ongoing,806,5.11,0.0,0
T000532,C5849,eBay,Fashion,2294.78,6,382.46,2023-09-19,2024-03-17,ongoing,769,7.99,0.0,0
T000533,C4709,IKEA,Books,1861.04,12,155.09,2023-10-10,2024-10-04,paid,320,54.6,0.0,0
T000534,C7619,eBay,Fashion,627.1,4,156.78,2023-12-04,2024-04-02,ongoing,527,31.64,0.0,0
T000535,C9647,Walmart,Books,2109.27,3,703.09,2023-12-10,2024-03-09,ongoing,675,16.68,0.0,0
T000536,C4072,Apple Store,Grocery,3762.11,4,940.53,2023-08-17,2023-12-15,paid,429,43.59,0.0,0
T000537,C7530,Walmart,Home,378.26,3,126.09,2023-10-07,2024-01-05,ongoing,713,14.89,0.0,0
T000538,C1504,eBay,Automotive,423.9,12,35.32,2023-12-24,2024-12-18,paid,370,48.06,0.0,0
T000539,C2214,IKEA,Automotive,1789.99,12,149.17,2023-10-17,2024-10-11,ongoing,703,13.22,0.0,0
T000540,C2531,Walmart,Health,4710.09,6,785.02,2023-06-17,2023-12-14,ongoing,696,14.26,0.0,0
T000541,C8576,Amazon,Beauty,3351.15,4,837.79,2023-02-16,2023-06-16,ongoing,636,22.02,0.0,0
T000542,C1823,Walmart,Books,3401.38,6,566.9,2023-07-22,2024-01-18,ongoing,804,4.14,0.0,0
T000543,C1928,IKEA,Beauty,1825.55,6,304.26,2023-08-02,2024-01-29,paid,575,28.85,0.0,0
T000544,C6029,Walmart,Grocery,2978.46,12,248.2,2023-09-03,2024-08-28,late,312,55.6,27.43,0
T000545,C1133,Nike,Automotive,75.4,6,12.57,2023-01-24,2023-07-23,ongoing,302,56.02,0.0,0
T000546,C3105,AliExpress,Grocery,3189.58,6,531.6,2023-11-17,2024-05-15,ongoing,523,32.21,0.0,0
T000547,C4627,BestBuy,Office,4568.6,6,761.43,2023-10-01,2024-03-29,paid,474,38.75,0.0,0
T000548,C7316,eBay,Home,3072.55,4,768.14,2023-02-13,2023-06-13,ongoing,684,16.01,0.0,0
T000549,C2852,Nike,Health,4371.65,18,242.87,2023-11-28,2025-05-21,late,540,29.67,44.52,0
T000550,C5910,BestBuy,Grocery,3626.77,4,906.69,2023-11-09,2024-03-08,ongoing,846,0.0,0.0,0
T000551,C5175,AliExpress,Health,624.78,6,104.13,2023-12-29,2024-06-26,defaulted,313,53.24,0.0,1
T000552,C6348,Nike,Home,4514.71,3,1504.9,2023-06-05,2023-09-03,ongoing,494,37.21,0.0,0
T000553,C7190,Target,Fashion,355.56,6,59.26,2023-07-18,2024-01-14,ongoing,696,14.36,0.0,0
T000554,C2256,Nike,Grocery,2681.49,6,446.92,2023-06-11,2023-12-08,late,730,10.83,36.76,0
T000555,C4376,Amazon,Sports,732.13,3,244.04,2023-08-22,2023-11-20,paid,605,26.38,0.0,0
T000556,C6645,IKEA,Electronics,83.24,3,27.75,2023-06-12,2023-09-10,ongoing,633,19.8,0.0,0
T000557,C4486,eBay,Automotive,2124.62,6,354.1,2023-04-26,2023-10-23,paid,709,15.24,0.0,0
T000558,C4584,Apple Store,Automotive,1492.83,6,248.8,2023-04-03,2023-09-30,paid,302,54.09,0.0,0
T000559,C9053,BestBuy,Automotive,2442.85,4,610.71,2023-02-11,2023-06-11,ongoing,751,8.05,0.0,0
T000560,C4330,Walmart,Fashion,2896.57,3,965.52,2023-10-11,2024-01-09,paid,794,7.27,0.0,0
T000561,C3703,eBay,Electronics,242.6,6,40.43,2023-07-29,2024-01-25,ongoing,716,11.96,0.0,0
T000562,C9662,Apple Store,Home,636.94,3,212.31,2023-07-25,2023-10-23,late,690,16.21,36.5,0
T000563,C9120,AliExpress,Fashion,2804.25,4,701.06,2023-08-08,2023-12-06,defaulted,672,16.9,0.0,1
T000564,C8114,Nike,Automotive,1732.26,3,577.42,2023-10-07,2024-01-05,ongoing,351,48.16,0.0,0
T000565,C2353,Apple Store,Automotive,3652.64,3,1217.55,2023-05-16,2023-08-14,ongoing,675,15.7,0.0,0
T000566,C6063,Target,Beauty,3270.15,3,1090.05,2023-04-16,2023-07-15,ongoing,694,14.06,0.0,0
T000567,C9549,eBay,Health,4231.88,4,1057.97,2023-04-28,2023-08-26,ongoing,441,39.19,0.0,0
T000568,C8575,eBay,Health,3470.15,3,1156.72,2023-08-25,2023-11-23,late,385,47.54,47.77,0
T000569,C1667,eBay,Beauty,2163.91,4,540.98,2023-11-05,2024-03-04,ongoing,763,8.64,0.0,0
T000570,C5468,IKEA,Office,3373.01,4,843.25,2023-04-10,2023-08-08,ongoing,345,49.87,0.0,0
T000571,C7819,AliExpress,Beauty,1395.02,4,348.76,2023-09-18,2024-01-16,late,537,30.97,35.68,0
T000572,C4719,IKEA,Health,1548.91,4,387.23,2023-11-01,2024-02-29,late,309,55.82,35.9,0
T000573,C3745,eBay,Automotive,3950.2,12,329.18,2023-12-20,2024-12-14,ongoing,829,3.74,0.0,0
T000574,C8483,Target,Sports,2245.94,3,748.65,2023-10-13,2024-01-11,paid,477,38.16,0.0,0
T000575,C1539,Walmart,Health,3996.94,4,999.24,2023-11-24,2024-03-23,paid,305,56.04,0.0,0
T000576,C5964,Target,Electronics,4116.55,3,1372.18,2023-04-13,2023-07-12,defaulted,606,23.68,0.0,1
T000577,C5835,BestBuy,Sports,4291.37,3,1430.46,2023-03-04,2023-06-02,paid,847,0.0,0.0,0
T000578,C4775,AliExpress,Fashion,4585.26,6,764.21,2023-06-24,2023-12-21,paid,626,22.85,0.0,0
T000579,C7042,Nike,Health,2169.15,6,361.52,2023-10-09,2024-04-06,ongoing,655,19.99,0.0,0
T000580,C8102,eBay,Home,1611.36,12,134.28,2023-10-20,2024-10-14,ongoing,694,15.53,0.0,0
T000581,C8312,Apple Store,Grocery,2921.44,6,486.91,2023-08-14,2024-02-10,paid,599,24.7,0.0,0
T000582,C6320,Walmart,Grocery,1871.58,18,103.98,2023-01-07,2024-06-30,late,825,4.44,28.73,0
T000583,C7132,Nike,Electronics,3015.34,3,1005.11,2023-05-07,2023-08-05,late,584,27.88,14.18,0
T000584,C8891,Adidas,Books,3535.29,3,1178.43,2023-04-02,2023-07-01,defaulted,629,21.84,0.0,1
T000585,C3779,Target,Grocery,3449.81,3,1149.94,2023-07-09,2023-10-07,ongoing,349,51.01,0.0,0
T000586,C1924,Walmart,Electronics,1888.4,3,629.47,2023-12-25,2024-03-24,paid,677,16.38,0.0,0
T000587,C2581,Adidas,Books,855.13,4,213.78,2023-02-22,2023-06-22,late,837,0.0,31.43,0
T000588,C8714,IKEA,Fashion,2166.88,6,361.15,2023-08-30,2024-02-26,paid,443,40.11,0.0,0
T000589,C4324,Adidas,Books,734.41,3,244.8,2023-05-12,2023-08-10,ongoing,359,48.71,0.0,0
T000590,C6713,Nike,Home,4453.23,12,371.1,2023-12-30,2024-12-24,ongoing,374,45.67,0.0,0
T000591,C8026,AliExpress,Health,1745.74,12,145.48,2023-04-22,2024-04-16,late,302,56.06,31.61,0
T000592,C1255,Target,Grocery,793.44,3,264.48,2023-01-07,2023-04-07,ongoing,747,9.74,0.0,0
T000593,C5804,Walmart,Automotive,151.6,3,50.53,2023-08-18,2023-11-16,late,574,27.92,30.8,0
T000594,C2838,Adidas,Beauty,3237.97,3,1079.32,2023-06-05,2023-09-03,ongoing,829,0.4,0.0,0
T000595,C1009,Target,Health,3193.59,3,1064.53,2023-07-16,2023-10-14,paid,514,32.3,0.0,0
T000596,C3871,Walmart,Fashion,1719.51,3,573.17,2023-11-19,2024-02-17,paid,784,8.16,0.0,0
T000597,C9989,Walmart,Fashion,381.77,4,95.44,2023-12-30,2024-04-28,paid,628,22.63,0.0,0
T000598,C8409,Nike,Electronics,2062.9,3,687.63,2023-08-11,2023-11-09,ongoing,554,31.4,0.0,0
T000599,C8418,Target,Office,1573.31,4,393.33,2023-09-07,2024-01-05,late,686,18.4,6.68,0
T000600,C6124,Nike,Books,3393.68,18,188.54,2023-03-24,2024-09-14,paid,425,41.99,0.0,0
T000601,C2015,Adidas,Books,3038.75,6,506.46,2023-08-28,2024-02-24,ongoing,849,0.0,0.0,0
T000602,C3193,BestBuy,Electronics,1838.85,12,153.24,2023-12-26,2024-12-20,paid,623,24.13,0.0,0
T000603,C9415,AliExpress,Beauty,1109.02,3,369.67,2023-11-19,2024-02-17,ongoing,503,36.69,0.0,0
T000604,C8449,BestBuy,Automotive,4940.48,4,1235.12,2023-09-20,2024-01-18,ongoing,471,38.42,0.0,0
T000605,C5158,Amazon,Fashion,2283.66,6,380.61,2023-07-08,2024-01-04,ongoing,516,34.58,0.0,0
T000606,C4925,eBay,Health,3449.16,3,1149.72,2023-10-17,2024-01-15,late,544,31.73,35.54,0
T000607,C7970,BestBuy,Beauty,724.25,3,241.42,2023-12-28,2024-03-27,ongoing,635,20.92,0.0,0
T000608,C7938,IKEA,Automotive,2440.81,6,406.8,2023-02-27,2023-08-26,paid,597,25.6,0.0,0
T000609,C5784,AliExpress,Office,162.0,6,27.0,2023-01-09,2023-07-08,ongoing,481,38.23,0.0,0
T000610,C5000,eBay,Health,2539.64,4,634.91,2023-10-31,2024-02-28,ongoing,633,22.45,0.0,0
T000611,C2633,Adidas,Electronics,4820.99,4,1205.25,2023-04-25,2023-08-23,defaulted,810,2.08,0.0,1
T000612,C8266,Nike,Health,1936.43,4,484.11,2023-07-29,2023-11-26,paid,682,16.15,0.0,0
T000613,C9702,IKEA,Home,219.01,3,73.0,2023-02-10,2023-05-11,late,498,33.78,36.45,0
T000614,C1384,eBay,Office,179.01,4,44.75,2023-10-31,2024-02-28,ongoing,631,20.83,0.0,0
T000615,C1404,eBay,Electronics,1955.23,3,651.74,2023-06-22,2023-09-20,ongoing,464,40.22,0.0,0
T000616,C9175,Walmart,Electronics,821.12,3,273.71,2023-08-22,2023-11-20,late,541,29.05,49.73,0
T000617,C3000,Amazon,Electronics,141.18,18,7.84,2023-10-08,2025-03-31,paid,526,31.28,0.0,0
T000618,C6989,Nike,Grocery,3787.16,6,631.19,2023-03-19,2023-09-15,ongoing,750,9.24,0.0,0
T000619,C2460,Adidas,Beauty,2306.15,6,384.36,2023-04-18,2023-10-15,ongoing,495,35.97,0.0,0
T000620,C8190,Target,Automotive,1463.99,4,366.0,2023-10-08,2024-02-05,late,503,34.84,17.81,0
T000621,C8140,BestBuy,Books,4502.91,4,1125.73,2023-02-08,2023-06-08,ongoing,757,8.17,0.0,0
T000622,C4636,AliExpress,Fashion,602.79,3,200.93,2023-04-29,2023-07-28,paid,556,28.06,0.0,0
T000623,C5809,Amazon,Fashion,4780.7,3,1593.57,2023-12-01,2024-02-29,ongoing,828,1.15,0.0,0
T000624,C5178,Walmart,Home,1586.98,3,528.99,2023-12-02,2024-03-01,ongoing,571,27.91,0.0,0
T000625,C8245,Walmart,Home,4444.81,6,740.8,2023-01-27,2023-07-26,defaulted,308,53.28,0.0,1
T000626,C7600,eBay,Home,3024.64,6,504.11,2023-04-14,2023-10-11,ongoing,500,36.79,0.0,0
T000627,C6997,Apple Store,Sports,4137.87,4,1034.47,2023-03-15,2023-07-13,ongoing,358,49.06,0.0,0
T000628,C3048,BestBuy,Home,4920.47,4,1230.12,2023-07-10,2023-11-07,late,692,14.04,18.37,0
T000629,C5780,Amazon,Fashion,1459.82,12,121.65,2023-11-20,2024-11-14,ongoing,418,44.12,0.0,0
T000630,C1716,eBay,Office,4806.65,3,1602.22,2023-05-27,2023-08-25,ongoing,698,14.52,0.0,0
T000631,C8939,Amazon,Automotive,1962.67,3,654.22,2023-09-12,2023-12-11,paid,630,22.61,0.0,0
T000632,C6565,IKEA,Home,1942.92,4,485.73,2023-10-11,2024-02-08,ongoing,566,27.52,0.0,0
T000633,C5544,Nike,Office,1718.43,6,286.41,2023-08-01,2024-01-28,ongoing,819,3.38,0.0,0
T000634,C5976,AliExpress,Sports,2718.5,18,151.03,2023-05-03,2024-10-24,ongoing,779,8.19,0.0,0
T000635,C4419,BestBuy,Sports,791.87,3,263.96,2023-07-25,2023-10-23,paid,433,43.41,0.0,0
T000636,C8239,Walmart,Books,2779.71,12,231.64,2023-08-28,2024-08-22,paid,654,18.64,0.0,0
T000637,C1249,Apple Store,Grocery,2719.98,12,226.66,2023-12-05,2024-11-29,paid,797,4.64,0.0,0
T000638,C9865,Adidas,Grocery,3815.46,3,1271.82,2023-10-13,2024-01-11,ongoing,406,44.26,0.0,0
T000639,C1770,Target,Health,4172.41,4,1043.1,2023-01-22,2023-05-22,paid,589,27.81,0.0,0
T000640,C5363,Nike,Grocery,2216.2,4,554.05,2023-09-16,2024-01-14,defaulted,446,42.01,0.0,1
T000641,C2077,BestBuy,Health,1529.11,18,84.95,2023-12-23,2025-06-15,ongoing,626,20.76,0.0,0
T000642,C9427,IKEA,Beauty,1315.19,3,438.4,2023-04-15,2023-07-14,paid,714,12.13,0.0,0
T000643,C9580,BestBuy,Grocery,993.25,6,165.54,2023-09-15,2024-03-13,paid,509,34.08,0.0,0
T000644,C8901,Adidas,Sports,311.8,4,77.95,2023-07-23,2023-11-20,late,595,23.93,31.59,0
T000645,C5858,AliExpress,Books,1728.68,6,288.11,2023-11-06,2024-05-04,late,697,14.68,29.27,0
T000646,C7544,AliExpress,Office,1369.48,4,342.37,2023-09-19,2024-01-17,ongoing,402,43.39,0.0,0
T000647,C5719,Amazon,Home,4832.93,6,805.49,2023-04-17,2023-10-14,ongoing,807,4.84,0.0,0
T000648,C3814,eBay,Grocery,2799.6,12,233.3,2023-09-08,2024-09-02,ongoing,508,36.0,0.0,0
T000649,C4374,AliExpress,Health,1752.7,12,146.06,2023-08-09,2024-08-03,ongoing,727,14.29,0.0,0
T000650,C2252,Apple Store,Office,2912.83,12,242.74,2023-08-10,2024-08-04,ongoing,692,15.3,0.0,0
T000651,C7996,Target,Electronics,717.5,3,239.17,2023-09-15,2023-12-14,late,408,44.6,32.51,0
T000652,C5673,IKEA,Fashion,2234.12,6,372.35,2023-07-20,2024-01-16,ongoing,647,21.73,0.0,0
T000653,C5530,Adidas,Grocery,3140.52,3,1046.84,2023-09-15,2023-12-14,ongoing,349,48.57,0.0,0
T000654,C7881,Walmart,Fashion,2457.27,4,614.32,2023-12-15,2024-04-13,paid,404,45.36,0.0,0
T000655,C7949,AliExpress,Grocery,2023.85,4,505.96,2023-08-13,2023-12-11,ongoing,719,12.74,0.0,0
T000656,C7241,Walmart,Electronics,4969.4,4,1242.35,2023-07-21,2023-11-18,late,672,16.62,34.78,0
T000657,C9017,AliExpress,Home,4404.57,4,1101.14,2023-08-14,2023-12-12,late,326,52.01,8.1,0
T000658,C7941,Apple Store,Beauty,3126.44,18,173.69,2023-08-24,2025-02-14,ongoing,572,26.1,0.0,0
T000659,C8002,Walmart,Automotive,2857.65,3,952.55,2023-07-02,2023-09-30,ongoing,639,21.88,0.0,0
T000660,C2331,eBay,Office,3112.79,6,518.8,2023-07-19,2024-01-15,ongoing,600,24.01,0.0,0
T000661,C5261,IKEA,Office,1026.53,4,256.63,2023-12-23,2024-04-21,paid,779,6.35,0.0,0
T000662,C8648,Target,Home,1990.81,3,663.6,2023-09-03,2023-12-02,ongoing,843,0.0,0.0,0
T000663,C6115,Apple Store,Books,221.31,3,73.77,2023-12-19,2024-03-18,paid,564,30.06,0.0,0
T000664,C5637,eBay,Sports,2390.84,12,199.24,2023-04-21,2024-04-15,late,841,0.87,21.01,0
T000665,C5854,Target,Grocery,2726.55,12,227.21,2023-01-06,2024-01-01,ongoing,465,38.79,0.0,0
T000666,C4177,eBay,Automotive,1158.05,12,96.5,2023-08-24,2024-08-18,late,615,23.78,48.49,0
T000667,C8730,eBay,Books,4821.04,18,267.84,2023-05-07,2024-10-28,ongoing,300,54.64,0.0,0
T000668,C3180,eBay,Automotive,4549.54,3,1516.51,2023-04-14,2023-07-13,late,560,27.77,7.8,0
T000669,C5892,Amazon,Sports,3617.66,4,904.42,2023-08-25,2023-12-23,ongoing,362,49.78,0.0,0
T000670,C8043,Target,Fashion,2678.6,6,446.43,2023-06-04,2023-12-01,paid,782,5.31,0.0,0
T000671,C1137,eBay,Grocery,4353.1,4,1088.28,2023-09-14,2024-01-12,ongoing,620,21.42,0.0,0
T000672,C7327,Nike,Sports,675.0,4,168.75,2023-08-23,2023-12-21,late,500,35.84,34.91,0
T000673,C4472,Nike,Office,3957.79,4,989.45,2023-10-16,2024-02-13,ongoing,521,31.74,0.0,0
T000674,C6449,AliExpress,Office,645.98,6,107.66,2023-02-09,2023-08-08,ongoing,451,39.13,0.0,0
T000675,C3832,IKEA,Grocery,3976.2,6,662.7,2023-10-15,2024-04-12,paid,761,8.8,0.0,0
T000676,C4579,Walmart,Beauty,1396.94,3,465.65,2023-07-16,2023-10-14,ongoing,516,33.2,0.0,0
T000677,C6971,AliExpress,Home,4388.53,4,1097.13,2023-09-30,2024-01-28,paid,495,36.33,0.0,0
T000678,C5164,Amazon,Home,4721.61,6,786.94,2023-09-21,2024-03-19,late,501,35.39,19.92,0
T000679,C8941,Nike,Office,765.26,6,127.54,2023-02-26,2023-08-25,ongoing,533,32.28,0.0,0
T000680,C6569,Target,Office,2326.81,3,775.6,2023-10-25,2024-01-23,ongoing,440,41.86,0.0,0
T000681,C5300,IKEA,Sports,4905.41,6,817.57,2023-04-08,2023-10-05,ongoing,797,4.47,0.0,0
T000682,C7269,IKEA,Electronics,2429.95,3,809.98,2023-05-17,2023-08-15,paid,356,48.69,0.0,0
T000683,C4818,Walmart,Health,4321.15,4,1080.29,2023-03-28,2023-07-26,ongoing,803,4.45,0.0,0
T000684,C2906,Target,Beauty,2953.94,6,492.32,2023-08-30,2024-02-26,ongoing,441,40.13,0.0,0
T000685,C7254,Adidas,Books,1892.27,6,315.38,2023-07-18,2024-01-14,ongoing,838,3.14,0.0,0
T000686,C1760,Walmart,Health,1446.77,3,482.26,2023-11-06,2024-02-04,ongoing,405,45.76,0.0,0
T000687,C8830,IKEA,Sports,1036.03,6,172.67,2023-03-25,2023-09-21,defaulted,464,37.26,0.0,1
T000688,C8350,Amazon,Health,3814.95,6,635.82,2023-08-30,2024-02-26,ongoing,514,31.62,0.0,0
T000689,C7238,Apple Store,Health,1948.04,6,324.67,2023-10-08,2024-04-05,paid,370,46.17,0.0,0
T000690,C7090,Apple Store,Sports,2568.6,6,428.1,2023-11-19,2024-05-17,paid,389,45.08,0.0,0
T000691,C7031,Nike,Office,2474.32,6,412.39,2023-09-09,2024-03-07,paid,527,30.76,0.0,0
T000692,C8687,IKEA,Office,2896.96,4,724.24,2023-07-09,2023-11-06,ongoing,378,47.33,0.0,0
T000693,C9472,Amazon,Grocery,4331.25,3,1443.75,2023-06-01,2023-08-30,paid,648,21.63,0.0,0
T000694,C2887,Walmart,Health,4904.18,3,1634.73,2023-10-29,2024-01-27,late,545,31.45,6.81,0
T000695,C4266,Amazon,Books,2052.73,4,513.18,2023-10-05,2024-02-02,ongoing,571,26.76,0.0,0
T000696,C1666,BestBuy,Sports,4141.91,6,690.32,2023-05-19,2023-11-15,ongoing,702,14.4,0.0,0
T000697,C5188,Walmart,Books,3828.53,4,957.13,2023-06-25,2023-10-23,ongoing,415,43.53,0.0,0
T000698,C1671,eBay,Automotive,2878.31,3,959.44,2023-01-08,2023-04-08,ongoing,734,12.84,0.0,0
T000699,C7777,Walmart,Home,4781.33,3,1593.78,2023-10-22,2024-01-20,ongoing,829,3.46,0.0,0
T000700,C8570,Nike,Grocery,1022.36,4,255.59,2023-08-23,2023-12-21,paid,741,12.54,0.0,0
T000701,C8956,Apple Store,Home,568.59,3,189.53,2023-06-12,2023-09-10,ongoing,471,37.94,0.0,0
T000702,C6124,Walmart,Grocery,4273.46,6,712.24,2023-02-18,2023-08-17,ongoing,315,54.28,0.0,0
T000703,C6585,eBay,Beauty,2209.77,3,736.59,2023-10-29,2024-01-27,paid,355,47.95,0.0,0
T000704,C5777,BestBuy,Sports,4238.67,6,706.44,2023-02-07,2023-08-06,ongoing,402,45.06,0.0,0
T000705,C4900,Amazon,Home,4468.12,12,372.34,2023-05-16,2024-05-10,paid,583,25.69,0.0,0
T000706,C7677,Target,Books,335.73,3,111.91,2023-11-06,2024-02-04,ongoing,816,3.13,0.0,0
T000707,C7981,Apple Store,Sports,4420.24,4,1105.06,2023-08-07,2023-12-05,late,577,27.84,44.16,0
T000708,C7376,Amazon,Books,2255.39,3,751.8,2023-12-14,2024-03-13,ongoing,568,27.23,0.0,0
T000709,C1523,BestBuy,Health,2564.4,6,427.4,2023-10-23,2024-04-20,paid,699,13.31,0.0,0
T000710,C3393,Target,Home,3142.3,6,523.72,2023-02-03,2023-08-02,late,802,2.84,20.71,0
T000711,C3593,IKEA,Health,4633.75,4,1158.44,2023-12-18,2024-04-16,ongoing,385,44.59,0.0,0
T000712,C8240,AliExpress,Office,120.1,4,30.02,2023-03-20,2023-07-18,ongoing,619,21.13,0.0,0
T000713,C7937,Nike,Automotive,2397.3,12,199.78,2023-08-24,2024-08-18,paid,331,50.34,0.0,0
T000714,C7190,Amazon,Beauty,3446.42,3,1148.81,2023-09-30,2023-12-29,ongoing,635,20.46,0.0,0
T000715,C6240,Adidas,Beauty,3620.47,3,1206.82,2023-06-10,2023-09-08,late,350,48.88,49.02,0
T000716,C7493,Target,Home,3470.35,12,289.2,2023-06-24,2024-06-18,defaulted,378,49.15,0.0,1
T000717,C3878,IKEA,Fashion,693.81,6,115.64,2023-11-04,2024-05-02,ongoing,473,36.92,0.0,0
T000718,C5143,Adidas,Automotive,1514.49,12,126.21,2023-08-09,2024-08-03,ongoing,800,3.51,0.0,0
T000719,C4644,AliExpress,Electronics,1809.61,6,301.6,2023-01-09,2023-07-08,ongoing,375,47.68,0.0,0
T000720,C5432,AliExpress,Grocery,4027.08,12,335.59,2023-10-16,2024-10-10,ongoing,615,24.93,0.0,0
T000721,C2276,Apple Store,Beauty,1411.83,4,352.96,2023-04-23,2023-08-21,paid,672,18.51,0.0,0
T000722,C6811,Adidas,Sports,1073.26,6,178.88,2023-07-24,2024-01-20,paid,380,46.18,0.0,0
T000723,C1302,Apple Store,Office,4788.3,12,399.02,2023-07-05,2024-06-29,ongoing,370,48.25,0.0,0
T000724,C1638,Apple Store,Health,69.09,6,11.52,2023-12-07,2024-06-04,ongoing,370,48.86,0.0,0
T000725,C1055,Apple Store,Electronics,4989.16,3,1663.05,2023-07-16,2023-10-14,ongoing,345,51.41,0.0,0
T000726,C9717,Apple Store,Sports,3392.19,3,1130.73,2023-09-23,2023-12-22,ongoing,346,51.07,0.0,0
T000727,C9150,IKEA,Home,4146.63,3,1382.21,2023-09-19,2023-12-18,late,721,14.38,29.03,0
T000728,C3125,Nike,Automotive,1490.73,3,496.91,2023-09-05,2023-12-04,ongoing,448,41.68,0.0,0
T000729,C1364,Walmart,Beauty,96.22,4,24.06,2023-04-25,2023-08-23,late,429,42.42,38.47,0
T000730,C7809,IKEA,Grocery,3695.9,6,615.98,2023-05-01,2023-10-28,paid,755,9.22,0.0,0
T000731,C5621,BestBuy,Electronics,4174.87,6,695.81,2023-05-21,2023-11-17,paid,804,5.17,0.0,0
T000732,C6126,Apple Store,Beauty,3708.87,4,927.22,2023-03-06,2023-07-04,ongoing,543,31.97,0.0,0
T000733,C6122,Target,Fashion,735.68,6,122.61,2023-10-03,2024-03-31,paid,773,5.72,0.0,0
T000734,C2646,Target,Fashion,3773.3,3,1257.77,2023-11-09,2024-02-07,paid,681,18.87,0.0,0
T000735,C1918,Adidas,Fashion,3850.39,3,1283.46,2023-08-27,2023-11-25,paid,402,43.53,0.0,0
T000736,C3797,Adidas,Office,3301.24,3,1100.41,2023-10-29,2024-01-27,ongoing,788,6.08,0.0,0
